Payment_ID,Subscription_ID,Customer_ID,Payment_Date,Payment_Method,Amount
PAY000002652,SU00002652,CU000401,2022-07-25,Credit Card,15.0
PAY000002653,SU00002653,CU000401,2022-08-22,Credit Card,135.0
PAY000002654,SU00002654,CU000401,2023-08-22,Credit Card,135.0
PAY000002655,SU00002655,CU000401,2024-08-21,Credit Card,135.0
PAY000002656,SU00002656,CU000402,2022-07-12,Bank Transfer,90.0
PAY000002657,SU00002657,CU000402,2023-07-12,Credit Card,135.0
PAY000002658,SU00002658,CU000402,2024-07-11,Bank Transfer,135.0
PAY000002659,SU00002659,CU000402,2022-10-11,Bank Transfer,90.0
PAY000002660,SU00002660,CU000402,2023-10-11,Bank Transfer,135.0
PAY000002661,SU00002661,CU000402,2024-10-10,Bank Transfer,135.0
PAY000002662,SU00002662,CU000403,2022-07-25,Credit Card,90.0
PAY000002663,SU00002663,CU000403,2023-07-25,Credit Card,90.0
PAY000002664,SU00002664,CU000403,2024-07-24,Credit Card,90.0
PAY000002665,SU00002665,CU000403,2023-01-21,Credit Card,10.0
PAY000002666,SU00002666,CU000403,2023-02-18,Credit Card,10.0
PAY000002667,SU00002667,CU000403,2023-03-11,Cash,10.0
PAY000002668,SU00002668,CU000403,2023-04-15,Credit Card,10.0
PAY000002669,SU00002669,CU000403,2023-05-13,Credit Card,90.0
PAY000002670,SU00002670,CU000403,2024-05-12,Credit Card,90.0
PAY000002671,SU00002671,CU000403,2023-04-05,Credit Card,15.0
PAY000002672,SU00002672,CU000403,2023-05-03,Credit Card,15.0
PAY000002673,SU00002673,CU000403,2023-05-24,Cash,135.0
PAY000002674,SU00002674,CU000403,2024-05-24,Cash,180.0
PAY000002675,SU00002675,CU000404,2022-06-26,Cash,10.0
PAY000002676,SU00002676,CU000404,2022-07-24,Cash,90.0
PAY000002677,SU00002677,CU000404,2023-07-24,Cash,90.0
PAY000002678,SU00002678,CU000404,2024-07-24,Cash,90.0
PAY000002679,SU00002679,CU000405,2022-07-08,Cash,90.0
PAY000002680,SU00002680,CU000405,2023-07-08,Cash,90.0
PAY000002681,SU00002681,CU000405,2024-07-09,Cash,90.0
PAY000002682,SU00002682,CU000405,2022-10-18,Credit Card,135.0
PAY000002683,SU00002683,CU000405,2023-10-13,Cash,135.0
PAY000002684,SU00002684,CU000405,2022-12-13,Cash,20.0
PAY000002685,SU00002685,CU000405,2023-01-10,Cash,20.0
PAY000002686,SU00002686,CU000405,2023-02-09,Cash,20.0
PAY000002687,SU00002687,CU000405,2023-03-14,Debit Card,20.0
PAY000002688,SU00002688,CU000405,2023-04-06,Cash,20.0
PAY000002689,SU00002689,CU000405,2023-05-03,Cash,20.0
PAY000002690,SU00002690,CU000405,2023-05-31,Cash,20.0
PAY000002691,SU00002691,CU000405,2023-06-29,Cash,20.0
PAY000002692,SU00002692,CU000405,2023-07-26,Cash,20.0
PAY000002693,SU00002693,CU000405,2023-08-29,Credit Card,20.0
PAY000002694,SU00002694,CU000405,2023-09-21,Cash,180.0
PAY000002695,SU00002695,CU000405,2024-09-18,Cash,180.0
PAY000002696,SU00002696,CU000406,2022-07-09,Credit Card,20.0
PAY000002697,SU00002697,CU000406,2022-08-06,Credit Card,20.0
PAY000002698,SU00002698,CU000406,2022-09-03,Credit Card,180.0
PAY000002699,SU00002699,CU000406,2023-09-03,Credit Card,180.0
PAY000002700,SU00002700,CU000406,2024-09-02,Credit Card,180.0
PAY000002701,SU00002701,CU000407,2022-07-09,Debit Card,20.0
PAY000002702,SU00002702,CU000407,2022-08-06,Debit Card,20.0
PAY000002703,SU00002703,CU000407,2022-09-03,Debit Card,20.0
PAY000002704,SU00002704,CU000407,2022-10-01,Debit Card,180.0
PAY000002705,SU00002705,CU000407,2023-10-01,Debit Card,180.0
PAY000002706,SU00002706,CU000407,2024-09-30,Credit Card,180.0
PAY000002707,SU00002707,CU000407,2022-08-21,Debit Card,135.0
PAY000002708,SU00002708,CU000407,2023-08-21,Debit Card,180.0
PAY000002709,SU00002709,CU000407,2024-08-20,Debit Card,180.0
PAY000002710,SU00002710,CU000407,2022-11-18,Debit Card,90.0
PAY000002711,SU00002711,CU000407,2023-11-18,Debit Card,90.0
PAY000002712,SU00002712,CU000407,2024-11-17,Debit Card,135.0
PAY000002713,SU00002713,CU000408,2022-07-17,Credit Card,10.0
PAY000002714,SU00002714,CU000408,2022-08-14,Credit Card,10.0
PAY000002715,SU00002715,CU000408,2022-09-11,Credit Card,10.0
PAY000002716,SU00002716,CU000408,2022-10-09,Credit Card,90.0
PAY000002717,SU00002717,CU000408,2023-10-09,Credit Card,135.0
PAY000002718,SU00002718,CU000408,2024-10-08,Credit Card,135.0
PAY000002719,SU00002719,CU000409,2022-07-11,Debit Card,135.0
PAY000002720,SU00002720,CU000409,2023-07-06,Cash,135.0
PAY000002721,SU00002721,CU000409,2024-07-10,Credit Card,180.0
PAY000002722,SU00002722,CU000410,2022-07-27,Debit Card,135.0
PAY000002723,SU00002723,CU000410,2023-07-27,Debit Card,135.0
PAY000002724,SU00002724,CU000410,2024-07-26,Debit Card,135.0
PAY000002725,SU00002725,CU000411,2022-07-24,Bank Transfer,135.0
PAY000002726,SU00002726,CU000411,2023-07-24,Bank Transfer,180.0
PAY000002727,SU00002727,CU000411,2024-07-23,Debit Card,180.0
PAY000002728,SU00002728,CU000412,2022-07-19,Credit Card,135.0
PAY000002729,SU00002729,CU000412,2023-07-19,Credit Card,135.0
PAY000002730,SU00002730,CU000412,2024-07-18,Credit Card,135.0
PAY000002731,SU00002731,CU000413,2022-07-12,Cash,20.0
PAY000002732,SU00002732,CU000413,2022-08-07,Cash,20.0
PAY000002733,SU00002733,CU000413,2022-09-04,Cash,20.0
PAY000002734,SU00002734,CU000413,2022-10-04,Cash,20.0
PAY000002735,SU00002735,CU000413,2022-11-06,PayPal,20.0
PAY000002736,SU00002736,CU000413,2022-12-04,Bank Transfer,20.0
PAY000002737,SU00002737,CU000413,2022-12-26,Cash,20.0
PAY000002738,SU00002738,CU000413,2023-01-22,Cash,180.0
PAY000002739,SU00002739,CU000413,2024-01-24,Cash,180.0
PAY000002740,SU00002740,CU000413,2025-01-23,Cash,180.0
PAY000002741,SU00002741,CU000414,2022-07-12,Credit Card,15.0
PAY000002742,SU00002742,CU000414,2022-08-09,Debit Card,15.0
PAY000002743,SU00002743,CU000414,2022-09-06,Credit Card,15.0
PAY000002744,SU00002744,CU000414,2022-10-04,Credit Card,15.0
PAY000002745,SU00002745,CU000414,2022-11-01,Credit Card,15.0
PAY000002746,SU00002746,CU000414,2022-11-29,Credit Card,135.0
PAY000002747,SU00002747,CU000414,2023-11-29,Credit Card,135.0
PAY000002748,SU00002748,CU000414,2024-11-28,Credit Card,135.0
PAY000002749,SU00002749,CU000415,2022-07-01,Credit Card,15.0
PAY000002750,SU00002750,CU000415,2022-07-29,Credit Card,15.0
PAY000002751,SU00002751,CU000415,2022-08-26,Credit Card,15.0
PAY000002752,SU00002752,CU000415,2022-09-23,Credit Card,15.0
PAY000002753,SU00002753,CU000415,2022-10-21,Credit Card,15.0
PAY000002754,SU00002754,CU000415,2022-11-18,Credit Card,15.0
PAY000002755,SU00002755,CU000415,2022-12-16,Credit Card,15.0
PAY000002756,SU00002756,CU000415,2023-01-13,Credit Card,135.0
PAY000002757,SU00002757,CU000415,2024-01-13,Credit Card,135.0
PAY000002758,SU00002758,CU000415,2025-01-12,Debit Card,135.0
PAY000002759,SU00002759,CU000416,2022-07-17,Bank Transfer,135.0
PAY000002760,SU00002760,CU000416,2023-07-17,Bank Transfer,135.0
PAY000002761,SU00002761,CU000416,2024-07-16,Bank Transfer,135.0
PAY000002762,SU00002762,CU000417,2022-07-02,Bank Transfer,180.0
PAY000002763,SU00002763,CU000417,2023-07-02,Bank Transfer,180.0
PAY000002764,SU00002764,CU000417,2024-07-01,Bank Transfer,180.0
PAY000002765,SU00002765,CU000418,2022-07-05,Credit Card,15.0
PAY000002766,SU00002766,CU000418,2022-08-02,Credit Card,15.0
PAY000002767,SU00002767,CU000418,2022-08-30,Credit Card,15.0
PAY000002768,SU00002768,CU000418,2022-09-27,Credit Card,15.0
PAY000002769,SU00002769,CU000418,2022-10-25,Credit Card,15.0
PAY000002770,SU00002770,CU000418,2022-11-22,Credit Card,15.0
PAY000002771,SU00002771,CU000418,2022-12-20,Credit Card,135.0
PAY000002772,SU00002772,CU000418,2023-12-20,Credit Card,135.0
PAY000002773,SU00002773,CU000418,2024-12-19,Credit Card,135.0
PAY000002774,SU00002774,CU000419,2022-07-11,Credit Card,20.0
PAY000002775,SU00002775,CU000419,2022-08-08,Credit Card,20.0
PAY000002776,SU00002776,CU000419,2022-09-05,Credit Card,180.0
PAY000002777,SU00002777,CU000419,2023-09-05,Credit Card,180.0
PAY000002778,SU00002778,CU000419,2024-09-04,Credit Card,180.0
PAY000002779,SU00002779,CU000420,2022-07-10,Credit Card,90.0
PAY000002780,SU00002780,CU000420,2023-07-10,Credit Card,135.0
PAY000002781,SU00002781,CU000420,2024-07-09,Credit Card,180.0
PAY000002782,SU00002782,CU000421,2022-07-01,Debit Card,90.0
PAY000002783,SU00002783,CU000421,2023-07-01,Credit Card,90.0
PAY000002784,SU00002784,CU000421,2024-06-30,Credit Card,90.0
PAY000002785,SU00002785,CU000422,2022-07-22,Credit Card,180.0
PAY000002786,SU00002786,CU000422,2023-07-22,Debit Card,180.0
PAY000002787,SU00002787,CU000422,2024-07-21,Credit Card,180.0
PAY000002788,SU00002788,CU000422,2022-09-07,Credit Card,15.0
PAY000002789,SU00002789,CU000422,2022-10-05,Credit Card,135.0
PAY000002790,SU00002790,CU000422,2023-10-05,Credit Card,135.0
PAY000002791,SU00002791,CU000422,2024-10-04,Credit Card,180.0
PAY000002792,SU00002792,CU000422,2022-11-26,Credit Card,135.0
PAY000002793,SU00002793,CU000422,2023-11-26,Credit Card,180.0
PAY000002794,SU00002794,CU000422,2024-11-25,Credit Card,180.0
PAY000002795,SU00002795,CU000423,2022-06-26,Cash,15.0
PAY000002796,SU00002796,CU000423,2022-07-30,Debit Card,15.0
PAY000002797,SU00002797,CU000423,2022-08-20,Cash,15.0
PAY000002798,SU00002798,CU000423,2022-09-17,Cash,135.0
PAY000002799,SU00002799,CU000423,2023-09-17,Cash,135.0
PAY000002800,SU00002800,CU000423,2024-09-16,Cash,135.0
PAY000002801,SU00002801,CU000423,2022-12-25,Credit Card,20.0
PAY000002802,SU00002802,CU000423,2023-01-22,Bank Transfer,20.0
PAY000002803,SU00002803,CU000423,2023-02-12,Cash,20.0
PAY000002804,SU00002804,CU000423,2023-03-12,Cash,20.0
PAY000002805,SU00002805,CU000423,2023-04-10,Cash,20.0
PAY000002806,SU00002806,CU000423,2023-05-09,Cash,20.0
PAY000002807,SU00002807,CU000423,2023-06-05,Cash,180.0
PAY000002808,SU00002808,CU000423,2024-06-05,Cash,180.0
PAY000002809,SU00002809,CU000424,2022-07-23,Credit Card,180.0
PAY000002810,SU00002810,CU000424,2023-07-23,Credit Card,180.0
PAY000002811,SU00002811,CU000425,2022-07-26,Credit Card,180.0
PAY000002812,SU00002812,CU000425,2023-07-26,Credit Card,180.0
PAY000002813,SU00002813,CU000425,2024-07-25,Credit Card,180.0
PAY000002814,SU00002814,CU000425,2022-11-06,Credit Card,135.0
PAY000002815,SU00002815,CU000425,2023-11-06,Credit Card,180.0
PAY000002816,SU00002816,CU000425,2024-11-05,Credit Card,180.0
PAY000002817,SU00002817,CU000426,2022-07-25,Debit Card,15.0
PAY000002818,SU00002818,CU000426,2022-08-16,Cash,15.0
PAY000002819,SU00002819,CU000426,2022-09-13,Cash,15.0
PAY000002820,SU00002820,CU000426,2022-10-10,Cash,135.0
PAY000002821,SU00002821,CU000426,2023-10-10,Cash,180.0
PAY000002822,SU00002822,CU000426,2024-10-09,Cash,180.0
PAY000002823,SU00002823,CU000427,2022-07-29,Credit Card,90.0
PAY000002824,SU00002824,CU000427,2023-07-29,Debit Card,90.0
PAY000002825,SU00002825,CU000427,2024-07-28,Debit Card,90.0
PAY000002826,SU00002826,CU000427,2023-01-23,Debit Card,90.0
PAY000002827,SU00002827,CU000427,2024-01-23,Debit Card,90.0
PAY000002828,SU00002828,CU000428,2022-07-23,Credit Card,135.0
PAY000002829,SU00002829,CU000428,2023-07-23,PayPal,135.0
PAY000002830,SU00002830,CU000428,2024-07-22,Debit Card,135.0
PAY000002831,SU00002831,CU000428,2022-12-13,Debit Card,90.0
PAY000002832,SU00002832,CU000428,2023-12-13,Debit Card,90.0
PAY000002833,SU00002833,CU000428,2024-12-12,Debit Card,90.0
PAY000002834,SU00002834,CU000429,2022-07-12,Bank Transfer,135.0
PAY000002835,SU00002835,CU000429,2023-07-12,Bank Transfer,135.0
PAY000002836,SU00002836,CU000429,2024-07-11,Bank Transfer,135.0
PAY000002837,SU00002837,CU000429,2022-09-14,Bank Transfer,90.0
PAY000002838,SU00002838,CU000429,2023-09-14,Credit Card,90.0
PAY000002839,SU00002839,CU000429,2024-09-13,Debit Card,90.0
PAY000002840,SU00002840,CU000429,2022-11-13,Bank Transfer,90.0
PAY000002841,SU00002841,CU000429,2023-11-13,PayPal,135.0
PAY000002842,SU00002842,CU000429,2024-11-07,Cash,135.0
PAY000002843,SU00002843,CU000430,2022-07-04,Credit Card,20.0
PAY000002844,SU00002844,CU000430,2022-07-25,Cash,180.0
PAY000002845,SU00002845,CU000430,2023-08-01,Credit Card,180.0
PAY000002846,SU00002846,CU000430,2024-07-31,Credit Card,180.0
PAY000002847,SU00002847,CU000431,2022-07-02,Cash,90.0
PAY000002848,SU00002848,CU000431,2023-07-08,Credit Card,135.0
PAY000002849,SU00002849,CU000432,2022-07-22,Cash,135.0
PAY000002850,SU00002850,CU000432,2023-07-23,Cash,135.0
PAY000002851,SU00002851,CU000432,2024-07-23,Cash,135.0
PAY000002852,SU00002852,CU000433,2022-07-17,Credit Card,10.0
PAY000002853,SU00002853,CU000433,2022-08-14,Credit Card,90.0
PAY000002854,SU00002854,CU000433,2023-08-14,Credit Card,135.0
PAY000002855,SU00002855,CU000433,2024-08-13,Credit Card,135.0
PAY000002856,SU00002856,CU000434,2022-07-21,Debit Card,15.0
PAY000002857,SU00002857,CU000434,2022-08-18,Debit Card,15.0
PAY000002858,SU00002858,CU000434,2022-09-15,Debit Card,135.0
PAY000002859,SU00002859,CU000434,2023-09-15,Credit Card,135.0
PAY000002860,SU00002860,CU000434,2024-09-14,Debit Card,135.0
PAY000002861,SU00002861,CU000435,2022-07-18,Cash,15.0
PAY000002862,SU00002862,CU000435,2022-08-16,Cash,15.0
PAY000002863,SU00002863,CU000435,2022-09-11,Cash,15.0
PAY000002864,SU00002864,CU000435,2022-10-09,Cash,15.0
PAY000002865,SU00002865,CU000435,2022-11-06,Cash,15.0
PAY000002866,SU00002866,CU000435,2022-12-04,Cash,15.0
PAY000002867,SU00002867,CU000435,2023-01-01,Cash,15.0
PAY000002868,SU00002868,CU000435,2023-01-29,Cash,15.0
PAY000002869,SU00002869,CU000435,2023-03-05,Debit Card,15.0
PAY000002870,SU00002870,CU000435,2023-04-02,Debit Card,15.0
PAY000002871,SU00002871,CU000435,2023-04-30,Credit Card,15.0
PAY000002872,SU00002872,CU000435,2023-05-23,Cash,15.0
PAY000002873,SU00002873,CU000435,2023-06-19,Cash,15.0
PAY000002874,SU00002874,CU000435,2023-07-18,Cash,135.0
PAY000002875,SU00002875,CU000435,2024-07-16,Cash,135.0
PAY000002876,SU00002876,CU000436,2022-07-09,Debit Card,15.0
PAY000002877,SU00002877,CU000436,2022-07-31,Cash,135.0
PAY000002878,SU00002878,CU000436,2023-07-31,Cash,135.0
PAY000002879,SU00002879,CU000436,2024-07-29,Cash,135.0
PAY000002880,SU00002880,CU000437,2022-07-17,Bank Transfer,15.0
PAY000002881,SU00002881,CU000437,2022-08-14,Bank Transfer,15.0
PAY000002882,SU00002882,CU000437,2022-09-11,Bank Transfer,15.0
PAY000002883,SU00002883,CU000437,2022-10-09,Bank Transfer,15.0
PAY000002884,SU00002884,CU000437,2022-11-06,Debit Card,15.0
PAY000002885,SU00002885,CU000437,2022-12-04,Bank Transfer,15.0
PAY000002886,SU00002886,CU000437,2023-01-01,Bank Transfer,15.0
PAY000002887,SU00002887,CU000437,2023-01-29,Bank Transfer,15.0
PAY000002888,SU00002888,CU000437,2023-02-26,Bank Transfer,15.0
PAY000002889,SU00002889,CU000437,2023-03-26,Bank Transfer,15.0
PAY000002890,SU00002890,CU000437,2023-04-23,Credit Card,15.0
PAY000002891,SU00002891,CU000437,2023-05-21,Bank Transfer,15.0
PAY000002892,SU00002892,CU000437,2023-06-18,Bank Transfer,15.0
PAY000002893,SU00002893,CU000437,2023-07-16,Bank Transfer,135.0
PAY000002894,SU00002894,CU000437,2024-07-15,Bank Transfer,135.0
PAY000002895,SU00002895,CU000438,2022-07-02,Bank Transfer,135.0
PAY000002896,SU00002896,CU000438,2023-07-02,Bank Transfer,135.0
PAY000002897,SU00002897,CU000438,2022-11-08,Credit Card,135.0
PAY000002898,SU00002898,CU000438,2023-11-08,Bank Transfer,135.0
PAY000002899,SU00002899,CU000438,2024-11-07,Credit Card,135.0
PAY000002900,SU00002900,CU000439,2022-07-24,Credit Card,90.0
PAY000002901,SU00002901,CU000439,2023-07-24,Credit Card,135.0
PAY000002902,SU00002902,CU000440,2022-07-22,Bank Transfer,135.0
PAY000002903,SU00002903,CU000440,2023-07-22,Bank Transfer,135.0
PAY000002904,SU00002904,CU000440,2024-07-21,Bank Transfer,135.0
PAY000002905,SU00002905,CU000440,2022-12-11,Bank Transfer,10.0
PAY000002906,SU00002906,CU000440,2023-01-08,Bank Transfer,10.0
PAY000002907,SU00002907,CU000440,2023-02-05,Credit Card,10.0
PAY000002908,SU00002908,CU000440,2023-03-05,Debit Card,10.0
PAY000002909,SU00002909,CU000440,2023-04-02,Bank Transfer,10.0
PAY000002910,SU00002910,CU000440,2023-04-30,Bank Transfer,10.0
PAY000002911,SU00002911,CU000440,2023-05-28,Debit Card,10.0
PAY000002912,SU00002912,CU000440,2023-06-25,Bank Transfer,10.0
PAY000002913,SU00002913,CU000440,2023-07-23,Bank Transfer,10.0
PAY000002914,SU00002914,CU000440,2023-08-20,Credit Card,10.0
PAY000002915,SU00002915,CU000440,2023-09-17,Bank Transfer,10.0
PAY000002916,SU00002916,CU000440,2023-10-15,Bank Transfer,90.0
PAY000002917,SU00002917,CU000440,2024-10-14,Debit Card,90.0
PAY000002918,SU00002918,CU000441,2022-07-06,Debit Card,90.0
PAY000002919,SU00002919,CU000441,2023-07-06,Debit Card,135.0
PAY000002920,SU00002920,CU000441,2024-07-05,Debit Card,135.0
PAY000002921,SU00002921,CU000441,2022-09-28,Debit Card,20.0
PAY000002922,SU00002922,CU000441,2022-10-26,Debit Card,20.0
PAY000002923,SU00002923,CU000441,2022-11-23,Debit Card,20.0
PAY000002924,SU00002924,CU000441,2022-12-21,Credit Card,20.0
PAY000002925,SU00002925,CU000441,2023-01-18,Debit Card,20.0
PAY000002926,SU00002926,CU000441,2023-02-15,Debit Card,20.0
PAY000002927,SU00002927,CU000441,2023-03-15,Debit Card,20.0
PAY000002928,SU00002928,CU000441,2023-04-12,Debit Card,180.0
PAY000002929,SU00002929,CU000441,2024-04-11,Debit Card,180.0
PAY000002930,SU00002930,CU000442,2022-07-11,Credit Card,10.0
PAY000002931,SU00002931,CU000442,2022-08-08,Credit Card,10.0
PAY000002932,SU00002932,CU000442,2022-09-05,Credit Card,10.0
PAY000002933,SU00002933,CU000442,2022-10-03,Credit Card,10.0
PAY000002934,SU00002934,CU000442,2022-10-31,Credit Card,10.0
PAY000002935,SU00002935,CU000442,2022-11-28,Credit Card,10.0
PAY000002936,SU00002936,CU000442,2022-12-26,Credit Card,10.0
PAY000002937,SU00002937,CU000442,2023-01-23,Credit Card,90.0
PAY000002938,SU00002938,CU000442,2024-01-23,Credit Card,90.0
PAY000002939,SU00002939,CU000442,2025-01-22,Credit Card,90.0
PAY000002940,SU00002940,CU000443,2022-07-04,Debit Card,20.0
PAY000002941,SU00002941,CU000443,2022-08-01,Debit Card,20.0
PAY000002942,SU00002942,CU000443,2022-08-29,Debit Card,20.0
PAY000002943,SU00002943,CU000443,2022-09-26,Debit Card,20.0
PAY000002944,SU00002944,CU000443,2022-10-24,Debit Card,180.0
PAY000002945,SU00002945,CU000443,2023-10-24,Debit Card,180.0
PAY000002946,SU00002946,CU000443,2024-10-23,Debit Card,180.0
PAY000002947,SU00002947,CU000444,2022-07-03,Credit Card,90.0
PAY000002948,SU00002948,CU000444,2023-07-03,Credit Card,90.0
PAY000002949,SU00002949,CU000444,2024-07-02,Credit Card,90.0
PAY000002950,SU00002950,CU000445,2022-07-16,Bank Transfer,10.0
PAY000002951,SU00002951,CU000445,2022-08-13,Credit Card,10.0
PAY000002952,SU00002952,CU000445,2022-09-10,Bank Transfer,10.0
PAY000002953,SU00002953,CU000445,2022-10-08,Bank Transfer,10.0
PAY000002954,SU00002954,CU000445,2022-11-05,Bank Transfer,10.0
PAY000002955,SU00002955,CU000445,2022-12-03,Bank Transfer,10.0
PAY000002956,SU00002956,CU000445,2022-12-31,Bank Transfer,10.0
PAY000002957,SU00002957,CU000445,2023-01-28,Bank Transfer,10.0
PAY000002958,SU00002958,CU000445,2023-02-25,Bank Transfer,90.0
PAY000002959,SU00002959,CU000445,2024-02-25,Bank Transfer,90.0
PAY000002960,SU00002960,CU000445,2025-02-24,Bank Transfer,90.0
PAY000002961,SU00002961,CU000446,2022-07-22,Cash,10.0
PAY000002962,SU00002962,CU000446,2022-08-25,Bank Transfer,10.0
PAY000002963,SU00002963,CU000446,2022-09-16,Cash,10.0
PAY000002964,SU00002964,CU000446,2022-10-20,Debit Card,10.0
PAY000002965,SU00002965,CU000446,2022-11-10,Cash,90.0
PAY000002966,SU00002966,CU000446,2023-11-12,Cash,135.0
PAY000002967,SU00002967,CU000446,2024-11-16,Bank Transfer,135.0
PAY000002968,SU00002968,CU000447,2022-07-04,PayPal,15.0
PAY000002969,SU00002969,CU000447,2022-08-01,PayPal,15.0
PAY000002970,SU00002970,CU000447,2022-08-29,PayPal,15.0
PAY000002971,SU00002971,CU000447,2022-09-26,PayPal,15.0
PAY000002972,SU00002972,CU000447,2022-10-24,PayPal,15.0
PAY000002973,SU00002973,CU000447,2022-11-21,PayPal,15.0
PAY000002974,SU00002974,CU000447,2022-12-19,PayPal,135.0
PAY000002975,SU00002975,CU000447,2023-12-19,Credit Card,180.0
PAY000002976,SU00002976,CU000447,2024-12-18,PayPal,180.0
PAY000002977,SU00002977,CU000448,2022-06-24,Cash,20.0
PAY000002978,SU00002978,CU000448,2022-07-29,Credit Card,20.0
PAY000002979,SU00002979,CU000448,2022-08-26,Credit Card,20.0
PAY000002980,SU00002980,CU000448,2022-09-23,Credit Card,20.0
PAY000002981,SU00002981,CU000448,2022-10-21,Credit Card,20.0
PAY000002982,SU00002982,CU000448,2022-11-18,Credit Card,20.0
PAY000002983,SU00002983,CU000448,2022-12-16,Credit Card,20.0
PAY000002984,SU00002984,CU000448,2023-01-13,Credit Card,20.0
PAY000002985,SU00002985,CU000448,2023-02-10,Credit Card,20.0
PAY000002986,SU00002986,CU000448,2023-03-10,Credit Card,20.0
PAY000002987,SU00002987,CU000448,2023-04-07,Credit Card,20.0
PAY000002988,SU00002988,CU000448,2023-05-05,Credit Card,20.0
PAY000002989,SU00002989,CU000448,2023-06-02,Credit Card,20.0
PAY000002990,SU00002990,CU000448,2023-06-30,Credit Card,20.0
PAY000002991,SU00002991,CU000448,2023-07-28,Credit Card,20.0
PAY000002992,SU00002992,CU000448,2023-08-25,Credit Card,20.0
PAY000002993,SU00002993,CU000448,2023-09-22,Credit Card,20.0
PAY000002994,SU00002994,CU000448,2023-10-20,Credit Card,20.0
PAY000002995,SU00002995,CU000448,2023-11-17,Debit Card,20.0
PAY000002996,SU00002996,CU000448,2023-12-15,Credit Card,20.0
PAY000002997,SU00002997,CU000448,2024-01-12,Credit Card,20.0
PAY000002998,SU00002998,CU000448,2024-02-09,Credit Card,20.0
PAY000002999,SU00002999,CU000448,2024-03-08,Credit Card,20.0
PAY000003000,SU00003000,CU000448,2024-04-05,Credit Card,20.0
PAY000003001,SU00003001,CU000448,2024-05-03,Credit Card,20.0
PAY000003002,SU00003002,CU000448,2024-05-31,Credit Card,20.0
PAY000003003,SU00003003,CU000448,2024-06-28,Credit Card,180.0
PAY000003004,SU00003004,CU000449,2022-08-23,Credit Card,90.0
PAY000003005,SU00003005,CU000449,2023-08-23,Credit Card,90.0
PAY000003006,SU00003006,CU000449,2024-08-15,Cash,90.0
PAY000003007,SU00003007,CU000450,2022-08-08,Credit Card,90.0
PAY000003008,SU00003008,CU000450,2023-08-08,Credit Card,90.0
PAY000003009,SU00003009,CU000450,2024-08-07,Credit Card,90.0
PAY000003010,SU00003010,CU000451,2022-08-18,Debit Card,180.0
PAY000003011,SU00003011,CU000451,2023-08-18,Debit Card,180.0
PAY000003012,SU00003012,CU000451,2024-08-17,Debit Card,180.0
PAY000003013,SU00003013,CU000451,2022-11-07,Debit Card,10.0
PAY000003014,SU00003014,CU000451,2022-12-05,Debit Card,90.0
PAY000003015,SU00003015,CU000451,2023-12-05,Debit Card,90.0
PAY000003016,SU00003016,CU000451,2024-12-04,Debit Card,90.0
PAY000003017,SU00003017,CU000452,2022-08-21,Credit Card,90.0
PAY000003018,SU00003018,CU000452,2023-08-21,Credit Card,90.0
PAY000003019,SU00003019,CU000452,2024-08-14,Cash,90.0
PAY000003020,SU00003020,CU000453,2022-08-04,Credit Card,15.0
PAY000003021,SU00003021,CU000453,2022-09-01,Debit Card,135.0
PAY000003022,SU00003022,CU000453,2023-09-01,Debit Card,135.0
PAY000003023,SU00003023,CU000453,2024-08-31,Debit Card,180.0
PAY000003024,SU00003024,CU000454,2022-08-10,Bank Transfer,15.0
PAY000003025,SU00003025,CU000454,2022-09-07,Credit Card,15.0
PAY000003026,SU00003026,CU000454,2022-10-05,Bank Transfer,15.0
PAY000003027,SU00003027,CU000454,2022-11-02,Bank Transfer,135.0
PAY000003028,SU00003028,CU000454,2023-11-02,Bank Transfer,180.0
PAY000003029,SU00003029,CU000454,2024-11-01,Bank Transfer,180.0
PAY000003030,SU00003030,CU000455,2022-08-01,Cash,10.0
PAY000003031,SU00003031,CU000455,2022-08-30,Cash,10.0
PAY000003032,SU00003032,CU000455,2022-09-26,Cash,10.0
PAY000003033,SU00003033,CU000455,2022-10-30,Credit Card,10.0
PAY000003034,SU00003034,CU000455,2022-11-20,Cash,10.0
PAY000003035,SU00003035,CU000455,2022-12-19,Cash,10.0
PAY000003036,SU00003036,CU000455,2023-01-15,Cash,10.0
PAY000003037,SU00003037,CU000455,2023-02-12,Cash,10.0
PAY000003038,SU00003038,CU000455,2023-03-12,Cash,90.0
PAY000003039,SU00003039,CU000455,2024-03-11,Cash,135.0
PAY000003040,SU00003040,CU000456,2022-07-26,Cash,90.0
PAY000003041,SU00003041,CU000456,2023-07-25,Cash,90.0
PAY000003042,SU00003042,CU000456,2024-07-26,Cash,90.0
PAY000003043,SU00003043,CU000457,2022-08-09,Credit Card,90.0
PAY000003044,SU00003044,CU000457,2023-08-09,Credit Card,90.0
PAY000003045,SU00003045,CU000457,2024-08-08,Credit Card,90.0
PAY000003046,SU00003046,CU000457,2022-11-25,Credit Card,15.0
PAY000003047,SU00003047,CU000457,2022-12-23,Credit Card,15.0
PAY000003048,SU00003048,CU000457,2023-01-20,Credit Card,135.0
PAY000003049,SU00003049,CU000457,2024-01-20,Credit Card,135.0
PAY000003050,SU00003050,CU000457,2025-01-19,Credit Card,135.0
PAY000003051,SU00003051,CU000458,2022-08-26,Debit Card,135.0
