subscription_id,customer_id,phone_id,plan_id,start_date,end_date
SU00002955,CU000445,PH000594,PL0001,2022/12/3,2022/12/30
SU00002956,CU000445,PH000594,PL0001,2022/12/31,2023/1/27
SU00002957,CU000445,PH000594,PL0001,2023/1/28,2023/2/24
SU00002958,CU000445,PH000594,PL0002,2023/2/25,2024/2/24
SU00002959,CU000445,PH000594,PL0002,2024/2/25,2025/2/23
SU00002960,CU000445,PH000594,PL0002,2025/2/24,2026/2/23
SU00002961,CU000446,PH000595,PL0001,2022/7/28,2022/8/24
SU00002962,CU000446,PH000595,PL0001,2022/8/25,2022/9/21
SU00002963,CU000446,PH000595,PL0001,2022/9/22,2022/10/19
SU00002964,CU000446,PH000595,PL0001,2022/10/20,2022/11/16
SU00002965,CU000446,PH000595,PL0002,2022/11/17,2023/11/16
SU00002966,CU000446,PH000595,PL0004,2023/11/17,2024/11/15
SU00002967,CU000446,PH000595,PL0004,2024/11/16,2025/11/15
SU00002968,CU000447,PH000596,PL0003,2022/7/4,2022/7/31
SU00002969,CU000447,PH000596,PL0003,2022/8/1,2022/8/28
SU00002970,CU000447,PH000596,PL0003,2022/8/29,2022/9/25
SU00002971,CU000447,PH000596,PL0003,2022/9/26,2022/10/23
SU00002972,CU000447,PH000596,PL0003,2022/10/24,2022/11/20
SU00002973,CU000447,PH000596,PL0003,2022/11/21,2022/12/18
SU00002974,CU000447,PH000596,PL0004,2022/12/19,2023/12/18
SU00002975,CU000447,PH000596,PL0006,2023/12/19,2024/12/17
SU00002976,CU000447,PH000596,PL0006,2024/12/18,2025/12/17
SU00002977,CU000448,PH000597,PL0005,2022/7/1,2022/7/28
SU00002978,CU000448,PH000597,PL0005,2022/7/29,2022/8/25
SU00002979,CU000448,PH000597,PL0005,2022/8/26,2022/9/22
SU00002980,CU000448,PH000597,PL0005,2022/9/23,2022/10/20
SU00002981,CU000448,PH000597,PL0005,2022/10/21,2022/11/17
SU00002982,CU000448,PH000597,PL0005,2022/11/18,2022/12/15
SU00002983,CU000448,PH000597,PL0005,2022/12/16,2023/1/12
SU00002984,CU000448,PH000597,PL0005,2023/1/13,2023/2/9
SU00002985,CU000448,PH000597,PL0005,2023/2/10,2023/3/9
SU00002986,CU000448,PH000597,PL0005,2023/3/10,2023/4/6
SU00002987,CU000448,PH000597,PL0005,2023/4/7,2023/5/4
SU00002988,CU000448,PH000597,PL0005,2023/5/5,2023/6/1
SU00002989,CU000448,PH000597,PL0005,2023/6/2,2023/6/29
SU00002990,CU000448,PH000597,PL0005,2023/6/30,2023/7/27
SU00002991,CU000448,PH000597,PL0005,2023/7/28,2023/8/24
SU00002992,CU000448,PH000597,PL0005,2023/8/25,2023/9/21
SU00002993,CU000448,PH000597,PL0005,2023/9/22,2023/10/19
SU00002994,CU000448,PH000597,PL0005,2023/10/20,2023/11/16
SU00002995,CU000448,PH000597,PL0005,2023/11/17,2023/12/14
SU00002996,CU000448,PH000597,PL0005,2023/12/15,2024/1/11
SU00002997,CU000448,PH000597,PL0005,2024/1/12,2024/2/8
SU00002998,CU000448,PH000597,PL0005,2024/2/9,2024/3/7
SU00002999,CU000448,PH000597,PL0005,2024/3/8,2024/4/4
SU00003000,CU000448,PH000597,PL0005,2024/4/5,2024/5/2
SU00003001,CU000448,PH000597,PL0005,2024/5/3,2024/5/30
SU00003002,CU000448,PH000597,PL0005,2024/5/31,2024/6/27
SU00003003,CU000448,PH000597,PL0006,2024/6/28,2025/6/27
SU00003004,CU000449,PH000598,PL0002,2022/8/23,2023/8/22
SU00003005,CU000449,PH000598,PL0002,2023/8/23,2024/8/21
SU00003006,CU000449,PH000598,PL0002,2024/8/22,2025/8/21
SU00003007,CU000450,PH000599,PL0002,2022/8/8,2023/8/7
SU00003008,CU000450,PH000599,PL0002,2023/8/8,2024/8/6
SU00003009,CU000450,PH000599,PL0002,2024/8/7,2025/8/6
SU00003010,CU000451,PH000600,PL0006,2022/8/18,2023/8/17
SU00003011,CU000451,PH000600,PL0006,2023/8/18,2024/8/16
SU00003012,CU000451,PH000600,PL0006,2024/8/17,2025/8/16
SU00003013,CU000451,PH000601,PL0001,2022/11/7,2022/12/4
SU00003014,CU000451,PH000601,PL0002,2022/12/5,2023/12/4
SU00003015,CU000451,PH000601,PL0002,2023/12/5,2024/12/3
SU00003016,CU000451,PH000601,PL0002,2024/12/4,2025/12/3
SU00003017,CU000452,PH000602,PL0002,2022/8/21,2023/8/20
SU00003018,CU000452,PH000602,PL0002,2023/8/21,2024/8/19
SU00003019,CU000452,PH000602,PL0002,2024/8/20,2025/8/19
SU00003020,CU000453,PH000603,PL0003,2022/8/4,2022/8/31
SU00003021,CU000453,PH000603,PL0004,2022/9/1,2023/8/31
SU00003022,CU000453,PH000603,PL0004,2023/9/1,2024/8/30
SU00003023,CU000453,PH000603,PL0006,2024/8/31,2025/8/30
SU00003024,CU000454,PH000604,PL0003,2022/8/10,2022/9/6
SU00003025,CU000454,PH000604,PL0003,2022/9/7,2022/10/4
SU00003026,CU000454,PH000604,PL0003,2022/10/5,2022/11/1
SU00003027,CU000454,PH000604,PL0004,2022/11/2,2023/11/1
SU00003028,CU000454,PH000604,PL0006,2023/11/2,2024/10/31
SU00003029,CU000454,PH000604,PL0006,2024/11/1,2025/10/31
SU00003030,CU000455,PH000605,PL0001,2022/8/7,2022/9/3
SU00003031,CU000455,PH000605,PL0001,2022/9/4,2022/10/1
SU00003032,CU000455,PH000605,PL0001,2022/10/2,2022/10/29
SU00003033,CU000455,PH000605,PL0001,2022/10/30,2022/11/26
SU00003034,CU000455,PH000605,PL0001,2022/11/27,2022/12/24
SU00003035,CU000455,PH000605,PL0001,2022/12/25,2023/1/21
SU00003036,CU000455,PH000605,PL0001,2023/1/22,2023/2/18
SU00003037,CU000455,PH000605,PL0001,2023/2/19,2023/3/18
SU00003038,CU000455,PH000605,PL0002,2023/3/19,2024/3/17
SU00003039,CU000455,PH000605,PL0004,2024/3/18,2025/3/17
SU00003040,CU000456,PH000606,PL0002,2022/8/1,2023/7/31
SU00003041,CU000456,PH000606,PL0002,2023/8/1,2024/7/30
SU00003042,CU000456,PH000606,PL0002,2024/7/31,2025/7/30
SU00003043,CU000457,PH000607,PL0002,2022/8/9,2023/8/8
SU00003044,CU000457,PH000607,PL0002,2023/8/9,2024/8/7
SU00003045,CU000457,PH000607,PL0002,2024/8/8,2025/8/7
SU00003046,CU000457,PH000608,PL0003,2022/11/25,2022/12/22
SU00003047,CU000457,PH000608,PL0003,2022/12/23,2023/1/19
SU00003048,CU000457,PH000608,PL0004,2023/1/20,2024/1/19
SU00003049,CU000457,PH000608,PL0004,2024/1/20,2025/1/18
SU00003050,CU000457,PH000608,PL0004,2025/1/19,2026/1/18
SU00003051,CU000458,PH000609,PL0004,2022/8/26,2023/8/25
SU00003052,CU000458,PH000609,PL0004,2023/8/26,2024/8/24
SU00003053,CU000458,PH000610,PL0003,2023/1/26,2023/2/22
SU00003054,CU000458,PH000610,PL0003,2023/2/23,2023/3/22
SU00003055,CU000458,PH000610,PL0003,2023/3/23,2023/4/19
SU00003056,CU000458,PH000610,PL0003,2023/4/20,2023/5/17
SU00003057,CU000458,PH000610,PL0003,2023/5/18,2023/6/14
SU00003058,CU000458,PH000610,PL0003,2023/6/15,2023/7/12
SU00003059,CU000458,PH000610,PL0003,2023/7/13,2023/8/9
SU00003060,CU000458,PH000610,PL0003,2023/8/10,2023/9/6
SU00003061,CU000458,PH000610,PL0003,2023/9/7,2023/10/4
SU00003062,CU000458,PH000610,PL0003,2023/10/5,2023/11/1
SU00003063,CU000458,PH000610,PL0003,2023/11/2,2023/11/29
SU00003064,CU000458,PH000610,PL0003,2023/11/30,2023/12/27
SU00003065,CU000458,PH000610,PL0004,2023/12/28,2024/12/26
SU00003066,CU000458,PH000610,PL0004,2024/12/27,2025/12/26
SU00003067,CU000459,PH000611,PL0003,2022/8/7,2022/9/3
SU00003068,CU000459,PH000611,PL0003,2022/9/4,2022/10/1
SU00003069,CU000459,PH000611,PL0003,2022/10/2,2022/10/29
SU00003070,CU000459,PH000611,PL0003,2022/10/30,2022/11/26
SU00003071,CU000459,PH000611,PL0004,2022/11/27,2023/11/26
SU00003072,CU000459,PH000611,PL0004,2023/11/27,2024/11/25
SU00003073,CU000459,PH000611,PL0004,2024/11/26,2025/11/25
SU00003074,CU000459,PH000612,PL0001,2022/12/18,2023/1/14
SU00003075,CU000459,PH000612,PL0001,2023/1/15,2023/2/11
SU00003076,CU000459,PH000612,PL0002,2023/2/12,2024/2/11
SU00003077,CU000459,PH000612,PL0002,2024/2/12,2025/2/10
SU00003078,CU000459,PH000612,PL0004,2025/2/11,2026/2/10
SU00003079,CU000460,PH000613,PL0002,2022/8/4,2023/8/3
SU00003080,CU000460,PH000613,PL0002,2023/8/4,2024/8/2
SU00003081,CU000461,PH000614,PL0004,2022/8/11,2023/8/10
SU00003082,CU000461,PH000614,PL0004,2023/8/11,2024/8/9
SU00003083,CU000461,PH000614,PL0004,2024/8/10,2025/8/9
SU00003084,CU000462,PH000615,PL0001,2022/8/11,2022/9/7
SU00003085,CU000462,PH000615,PL0001,2022/9/8,2022/10/5
SU00003086,CU000462,PH000615,PL0001,2022/10/6,2022/11/2
SU00003087,CU000462,PH000615,PL0001,2022/11/3,2022/11/30
SU00003088,CU000462,PH000615,PL0001,2022/12/1,2022/12/28
SU00003089,CU000462,PH000615,PL0001,2022/12/29,2023/1/25
SU00003090,CU000462,PH000615,PL0002,2023/1/26,2024/1/25
SU00003091,CU000462,PH000615,PL0002,2024/1/26,2025/1/24
SU00003092,CU000462,PH000615,PL0004,2025/1/25,2026/1/24
SU00003093,CU000463,PH000616,PL0003,2022/8/28,2022/9/24
SU00003094,CU000463,PH000616,PL0004,2022/9/25,2023/9/24
SU00003095,CU000463,PH000616,PL0004,2023/9/25,2024/9/23
SU00003096,CU000463,PH000616,PL0006,2024/9/24,2025/9/23
SU00003097,CU000463,PH000617,PL0006,2022/10/17,2023/10/16
SU00003098,CU000463,PH000617,PL0006,2023/10/17,2024/10/15
SU00003099,CU000463,PH000617,PL0006,2024/10/16,2025/10/15
SU00003100,CU000464,PH000618,PL0003,2022/8/19,2022/9/15
SU00003101,CU000464,PH000618,PL0003,2022/9/16,2022/10/13
SU00003102,CU000464,PH000618,PL0003,2022/10/14,2022/11/10
SU00003103,CU000464,PH000618,PL0003,2022/11/11,2022/12/8
SU00003104,CU000464,PH000618,PL0003,2022/12/9,2023/1/5
SU00003105,CU000464,PH000618,PL0003,2023/1/6,2023/2/2
SU00003106,CU000464,PH000618,PL0004,2023/2/3,2024/2/2
SU00003107,CU000464,PH000618,PL0004,2024/2/3,2025/2/1
SU00003108,CU000464,PH000618,PL0004,2025/2/2,2026/2/1
SU00003109,CU000465,PH000619,PL0002,2022/8/10,2023/8/9
SU00003110,CU000465,PH000619,PL0002,2023/8/10,2024/8/8
SU00003111,CU000465,PH000619,PL0002,2024/8/9,2025/8/8
SU00003112,CU000466,PH000620,PL0003,2022/8/22,2022/9/18
SU00003113,CU000466,PH000620,PL0003,2022/9/19,2022/10/16
SU00003114,CU000466,PH000620,PL0003,2022/10/17,2022/11/13
SU00003115,CU000466,PH000620,PL0004,2022/11/14,2023/11/13
SU00003116,CU000466,PH000620,PL0004,2023/11/14,2024/11/12
SU00003117,CU000466,PH000620,PL0004,2024/11/13,2025/11/12
SU00003118,CU000466,PH000621,PL0003,2022/9/22,2022/10/19
SU00003119,CU000466,PH000621,PL0003,2022/10/20,2022/11/16
SU00003120,CU000466,PH000621,PL0003,2022/11/17,2022/12/14
SU00003121,CU000466,PH000621,PL0003,2022/12/15,2023/1/11
SU00003122,CU000466,PH000621,PL0003,2023/1/12,2023/2/8
SU00003123,CU000466,PH000621,PL0003,2023/2/9,2023/3/8
SU00003124,CU000466,PH000621,PL0003,2023/3/9,2023/4/5
SU00003125,CU000466,PH000621,PL0003,2023/4/6,2023/5/3
SU00003126,CU000466,PH000621,PL0003,2023/5/4,2023/5/31
SU00003127,CU000466,PH000621,PL0003,2023/6/1,2023/6/28
SU00003128,CU000466,PH000621,PL0003,2023/6/29,2023/7/26
SU00003129,CU000466,PH000621,PL0003,2023/7/27,2023/8/23
SU00003130,CU000466,PH000621,PL0003,2023/8/24,2023/9/20
SU00003131,CU000466,PH000621,PL0003,2023/9/21,2023/10/18
SU00003132,CU000466,PH000621,PL0004,2023/10/19,2024/10/17
SU00003133,CU000466,PH000621,PL0004,2024/10/18,2025/10/17
SU00003134,CU000466,PH000622,PL0002,2022/11/22,2023/11/21
SU00003135,CU000466,PH000622,PL0002,2023/11/22,2024/11/20
SU00003136,CU000467,PH000623,PL0004,2022/8/12,2023/8/11
SU00003137,CU000467,PH000623,PL0004,2023/8/12,2024/8/10
SU00003138,CU000467,PH000623,PL0004,2024/8/11,2025/8/10
SU00003139,CU000468,PH000624,PL0003,2022/8/27,2022/9/23
SU00003140,CU000468,PH000624,PL0003,2022/9/24,2022/10/21
SU00003141,CU000468,PH000624,PL0003,2022/10/22,2022/11/18
SU00003142,CU000468,PH000624,PL0003,2022/11/19,2022/12/16
SU00003143,CU000468,PH000624,PL0003,2022/12/17,2023/1/13
SU00003144,CU000468,PH000624,PL0003,2023/1/14,2023/2/10
SU00003145,CU000468,PH000624,PL0004,2023/2/11,2024/2/10
SU00003146,CU000468,PH000624,PL0004,2024/2/11,2025/2/9
SU00003147,CU000468,PH000624,PL0004,2025/2/10,2026/2/9
SU00003148,CU000468,PH000625,PL0006,2023/1/29,2024/1/28
SU00003149,CU000468,PH000625,PL0006,2024/1/29,2025/1/27
SU00003150,CU000469,PH000626,PL0004,2022/8/2,2023/8/1
SU00003151,CU000469,PH000626,PL0004,2023/8/2,2024/7/31
SU00003152,CU000469,PH000626,PL0004,2024/8/1,2025/7/31
SU00003153,CU000470,PH000627,PL0003,2022/8/14,2022/9/10
SU00003154,CU000470,PH000627,PL0003,2022/9/11,2022/10/8
SU00003155,CU000470,PH000627,PL0003,2022/10/9,2022/11/5
SU00003156,CU000470,PH000627,PL0003,2022/11/6,2022/12/3
SU00003157,CU000470,PH000627,PL0003,2022/12/4,2022/12/31
SU00003158,CU000470,PH000627,PL0003,2023/1/1,2023/1/28
SU00003159,CU000470,PH000627,PL0004,2023/1/29,2024/1/28
SU00003160,CU000470,PH000627,PL0004,2024/1/29,2025/1/27
SU00003161,CU000470,PH000627,PL0004,2025/1/28,2026/1/27
SU00003162,CU000471,PH000628,PL0003,2022/8/23,2022/9/19
SU00003163,CU000471,PH000628,PL0004,2022/9/20,2023/9/19
SU00003164,CU000471,PH000628,PL0004,2023/9/20,2024/9/18
SU00003165,CU000471,PH000628,PL0004,2024/9/19,2025/9/18
SU00003166,CU000472,PH000629,PL0004,2022/8/7,2023/8/6
SU00003167,CU000472,PH000629,PL0006,2023/8/7,2024/8/5
SU00003168,CU000472,PH000629,PL0006,2024/8/6,2025/8/5
SU00003169,CU000472,PH000630,PL0001,2022/11/19,2022/12/16
SU00003170,CU000472,PH000630,PL0002,2022/12/17,2023/12/16
SU00003171,CU000472,PH000630,PL0002,2023/12/17,2024/12/15
SU00003172,CU000472,PH000630,PL0002,2024/12/16,2025/12/15
SU00003173,CU000473,PH000631,PL0006,2022/8/7,2023/8/6
SU00003174,CU000473,PH000631,PL0006,2023/8/7,2024/8/5
SU00003175,CU000473,PH000631,PL0006,2024/8/6,2025/8/5
SU00003176,CU000474,PH000632,PL0003,2022/8/13,2022/9/9
SU00003177,CU000474,PH000632,PL0003,2022/9/10,2022/10/7
SU00003178,CU000474,PH000632,PL0003,2022/10/8,2022/11/4
SU00003179,CU000474,PH000632,PL0003,2022/11/5,2022/12/2
SU00003180,CU000474,PH000632,PL0004,2022/12/3,2023/12/2
SU00003181,CU000474,PH000632,PL0004,2023/12/3,2024/12/1
SU00003182,CU000474,PH000632,PL0004,2024/12/2,2025/12/1
SU00003183,CU000475,PH000633,PL0005,2022/8/17,2022/9/13
SU00003184,CU000475,PH000633,PL0005,2022/9/14,2022/10/11
SU00003185,CU000475,PH000633,PL0005,2022/10/12,2022/11/8
SU00003186,CU000475,PH000633,PL0005,2022/11/9,2022/12/6
SU00003187,CU000475,PH000633,PL0005,2022/12/7,2023/1/3
SU00003188,CU000475,PH000633,PL0005,2023/1/4,2023/1/31
SU00003189,CU000475,PH000633,PL0006,2023/2/1,2024/1/31
SU00003190,CU000475,PH000633,PL0006,2024/2/1,2025/1/30
SU00003191,CU000475,PH000633,PL0006,2025/1/31,2026/1/30
SU00003192,CU000475,PH000634,PL0001,2023/1/26,2023/2/22
SU00003193,CU000475,PH000634,PL0001,2023/2/23,2023/3/22
SU00003194,CU000475,PH000634,PL0001,2023/3/23,2023/4/19
SU00003195,CU000475,PH000634,PL0001,2023/4/20,2023/5/17
SU00003196,CU000475,PH000634,PL0002,2023/5/18,2024/5/16
SU00003197,CU000475,PH000634,PL0002,2024/5/17,2025/5/16
SU00003198,CU000476,PH000635,PL0001,2022/8/12,2022/9/8
SU00003199,CU000476,PH000635,PL0001,2022/9/9,2022/10/6
SU00003200,CU000476,PH000635,PL0001,2022/10/7,2022/11/3
SU00003201,CU000476,PH000635,PL0001,2022/11/4,2022/12/1
SU00003202,CU000476,PH000635,PL0002,2022/12/2,2023/12/1
SU00003203,CU000476,PH000635,PL0002,2023/12/2,2024/11/30
SU00003204,CU000476,PH000635,PL0002,2024/12/1,2025/11/30
SU00003205,CU000477,PH000636,PL0006,2022/8/4,2023/8/3
SU00003206,CU000477,PH000636,PL0006,2023/8/4,2024/8/2
SU00003207,CU000477,PH000636,PL0006,2024/8/3,2025/8/2
SU00003208,CU000478,PH000637,PL0003,2022/8/6,2022/9/2
SU00003209,CU000478,PH000637,PL0003,2022/9/3,2022/9/30
SU00003210,CU000478,PH000637,PL0003,2022/10/1,2022/10/28
SU00003211,CU000478,PH000637,PL0003,2022/10/29,2022/11/25
SU00003212,CU000478,PH000637,PL0003,2022/11/26,2022/12/23
SU00003213,CU000478,PH000637,PL0003,2022/12/24,2023/1/20
SU00003214,CU000478,PH000637,PL0003,2023/1/21,2023/2/17
SU00003215,CU000478,PH000637,PL0003,2023/2/18,2023/3/17
SU00003216,CU000478,PH000637,PL0004,2023/3/18,2024/3/16
SU00003217,CU000478,PH000637,PL0006,2024/3/17,2025/3/16
SU00003218,CU000478,PH000638,PL0004,2022/11/8,2023/11/7
SU00003219,CU000478,PH000638,PL0006,2023/11/8,2024/11/6
SU00003220,CU000478,PH000638,PL0006,2024/11/7,2025/11/6
SU00003221,CU000479,PH000639,PL0003,2022/8/4,2022/8/31
SU00003222,CU000479,PH000639,PL0003,2022/9/1,2022/9/28
SU00003223,CU000479,PH000639,PL0003,2022/9/29,2022/10/26
SU00003224,CU000479,PH000639,PL0003,2022/10/27,2022/11/23
SU00003225,CU000479,PH000639,PL0003,2022/11/24,2022/12/21
SU00003226,CU000479,PH000639,PL0003,2022/12/22,2023/1/18
SU00003227,CU000479,PH000639,PL0003,2023/1/19,2023/2/15
SU00003228,CU000479,PH000639,PL0003,2023/2/16,2023/3/15
SU00003229,CU000479,PH000639,PL0003,2023/3/16,2023/4/12
SU00003230,CU000479,PH000639,PL0003,2023/4/13,2023/5/10
SU00003231,CU000479,PH000639,PL0003,2023/5/11,2023/6/7
SU00003232,CU000479,PH000639,PL0003,2023/6/8,2023/7/5
SU00003233,CU000479,PH000639,PL0003,2023/7/6,2023/8/2
SU00003234,CU000479,PH000639,PL0003,2023/8/3,2023/8/30
SU00003235,CU000479,PH000639,PL0003,2023/8/31,2023/9/27
SU00003236,CU000479,PH000639,PL0003,2023/9/28,2023/10/25
SU00003237,CU000479,PH000639,PL0004,2023/10/26,2024/10/24
SU00003238,CU000479,PH000639,PL0004,2024/10/25,2025/10/24
SU00003239,CU000480,PH000640,PL0001,2022/8/5,2022/9/1
SU00003240,CU000480,PH000640,PL0001,2022/9/2,2022/9/29
SU00003241,CU000480,PH000640,PL0002,2022/9/30,2023/9/29
SU00003242,CU000480,PH000640,PL0004,2023/9/30,2024/9/28
SU00003243,CU000480,PH000640,PL0006,2024/9/29,2025/9/28
SU00003244,CU000481,PH000641,PL0004,2022/8/13,2023/8/12
SU00003245,CU000481,PH000641,PL0004,2023/8/13,2024/8/11
SU00003246,CU000482,PH000642,PL0005,2022/8/5,2022/9/1
SU00003247,CU000482,PH000642,PL0005,2022/9/2,2022/9/29
SU00003248,CU000482,PH000642,PL0005,2022/9/30,2022/10/27
SU00003249,CU000482,PH000642,PL0005,2022/10/28,2022/11/24
SU00003250,CU000482,PH000642,PL0006,2022/11/25,2023/11/24
SU00003251,CU000482,PH000642,PL0006,2023/11/25,2024/11/23
SU00003252,CU000482,PH000642,PL0006,2024/11/24,2025/11/23
SU00003253,CU000482,PH000643,PL0003,2023/1/8,2023/2/4
SU00003254,CU000482,PH000643,PL0003,2023/2/5,2023/3/4
SU00003255,CU000482,PH000643,PL0003,2023/3/5,2023/4/1
SU00003256,CU000482,PH000643,PL0003,2023/4/2,2023/4/29
SU00003257,CU000482,PH000643,PL0003,2023/4/30,2023/5/27
SU00003258,CU000482,PH000643,PL0003,2023/5/28,2023/6/24
SU00003259,CU000482,PH000643,PL0004,2023/6/25,2024/6/23
SU00003260,CU000482,PH000643,PL0004,2024/6/24,2025/6/23
SU00003261,CU000482,PH000644,PL0001,2023/3/22,2023/4/18
SU00003262,CU000482,PH000644,PL0001,2023/4/19,2023/5/16
SU00003263,CU000482,PH000644,PL0001,2023/5/17,2023/6/13
SU00003264,CU000482,PH000644,PL0001,2023/6/14,2023/7/11
SU00003265,CU000482,PH000644,PL0001,2023/7/12,2023/8/8
SU00003266,CU000482,PH000644,PL0001,2023/8/9,2023/9/5
SU00003267,CU000482,PH000644,PL0001,2023/9/6,2023/10/3
SU00003268,CU000482,PH000644,PL0001,2023/10/4,2023/10/31
SU00003269,CU000482,PH000644,PL0001,2023/11/1,2023/11/28
SU00003270,CU000482,PH000644,PL0001,2023/11/29,2023/12/26
SU00003271,CU000482,PH000644,PL0001,2023/12/27,2024/1/23
SU00003272,CU000482,PH000644,PL0001,2024/1/24,2024/2/20
SU00003273,CU000482,PH000644,PL0001,2024/2/21,2024/3/19
SU00003274,CU000482,PH000644,PL0001,2024/3/20,2024/4/16
SU00003275,CU000482,PH000644,PL0001,2024/4/17,2024/5/14
SU00003276,CU000482,PH000644,PL0002,2024/5/15,2025/5/14
SU00003277,CU000483,PH000645,PL0002,2022/8/13,2023/8/12
SU00003278,CU000483,PH000645,PL0002,2023/8/13,2024/8/11
SU00003279,CU000483,PH000645,PL0002,2024/8/12,2025/8/11
SU00003280,CU000484,PH000646,PL0001,2022/8/21,2022/9/17
SU00003281,CU000484,PH000646,PL0001,2022/9/18,2022/10/15
SU00003282,CU000484,PH000646,PL0001,2022/10/16,2022/11/12
SU00003283,CU000484,PH000646,PL0001,2022/11/13,2022/12/10
SU00003284,CU000484,PH000646,PL0001,2022/12/11,2023/1/7
SU00003285,CU000484,PH000646,PL0002,2023/1/8,2024/1/7
SU00003286,CU000484,PH000646,PL0002,2024/1/8,2025/1/6
SU00003287,CU000484,PH000646,PL0004,2025/1/7,2026/1/6
SU00003288,CU000484,PH000647,PL0002,2023/1/18,2024/1/17
SU00003289,CU000484,PH000647,PL0004,2024/1/18,2025/1/16
SU00003290,CU000485,PH000648,PL0006,2022/8/16,2023/8/15
SU00003291,CU000485,PH000648,PL0006,2023/8/16,2024/8/14
SU00003292,CU000485,PH000648,PL0006,2024/8/15,2025/8/14
SU00003293,CU000486,PH000649,PL0002,2022/8/15,2023/8/14
SU00003294,CU000486,PH000649,PL0002,2023/8/15,2024/8/13
SU00003295,CU000486,PH000649,PL0002,2024/8/14,2025/8/13
SU00003296,CU000487,PH000650,PL0001,2022/8/26,2022/9/22
SU00003297,CU000487,PH000650,PL0001,2022/9/23,2022/10/20
SU00003298,CU000487,PH000650,PL0001,2022/10/21,2022/11/17
SU00003299,CU000487,PH000650,PL0001,2022/11/18,2022/12/15
SU00003300,CU000487,PH000650,PL0001,2022/12/16,2023/1/12
SU00003301,CU000487,PH000650,PL0001,2023/1/13,2023/2/9
SU00003302,CU000487,PH000650,PL0001,2023/2/10,2023/3/9
SU00003303,CU000487,PH000650,PL0001,2023/3/10,2023/4/6
SU00003304,CU000487,PH000650,PL0001,2023/4/7,2023/5/4
SU00003305,CU000487,PH000650,PL0002,2023/5/5,2024/5/3
SU00003306,CU000487,PH000650,PL0002,2024/5/4,2025/5/3
SU00003307,CU000487,PH000651,PL0002,2022/12/22,2023/12/21
SU00003308,CU000487,PH000651,PL0002,2023/12/22,2024/12/20
SU00003309,CU000487,PH000651,PL0004,2024/12/21,2025/12/20
SU00003310,CU000488,PH000652,PL0004,2022/8/17,2023/8/16
SU00003311,CU000488,PH000652,PL0004,2023/8/17,2024/8/15
SU00003312,CU000488,PH000652,PL0004,2024/8/16,2025/8/15
SU00003313,CU000489,PH000653,PL0001,2022/8/21,2022/9/17
SU00003314,CU000489,PH000653,PL0001,2022/9/18,2022/10/15
SU00003315,CU000489,PH000653,PL0001,2022/10/16,2022/11/12
SU00003316,CU000489,PH000653,PL0001,2022/11/13,2022/12/10
SU00003317,CU000489,PH000653,PL0001,2022/12/11,2023/1/7
SU00003318,CU000489,PH000653,PL0001,2023/1/8,2023/2/4
SU00003319,CU000489,PH000653,PL0001,2023/2/5,2023/3/4
SU00003320,CU000489,PH000653,PL0001,2023/3/5,2023/4/1
SU00003321,CU000489,PH000653,PL0001,2023/4/2,2023/4/29
SU00003322,CU000489,PH000653,PL0001,2023/4/30,2023/5/27
SU00003323,CU000489,PH000653,PL0001,2023/5/28,2023/6/24
SU00003324,CU000489,PH000653,PL0001,2023/6/25,2023/7/22
SU00003325,CU000489,PH000653,PL0001,2023/7/23,2023/8/19
SU00003326,CU000489,PH000653,PL0001,2023/8/20,2023/9/16
SU00003327,CU000489,PH000653,PL0001,2023/9/17,2023/10/14
SU00003328,CU000489,PH000653,PL0001,2023/10/15,2023/11/11
SU00003329,CU000489,PH000653,PL0002,2023/11/12,2024/11/10
SU00003330,CU000489,PH000653,PL0002,2024/11/11,2025/11/10
SU00003331,CU000490,PH000654,PL0004,2022/8/26,2023/8/25
SU00003332,CU000490,PH000654,PL0004,2023/8/26,2024/8/24
SU00003333,CU000490,PH000654,PL0004,2024/8/25,2025/8/24
SU00003334,CU000491,PH000655,PL0002,2022/8/19,2023/8/18
SU00003335,CU000491,PH000655,PL0002,2023/8/19,2024/8/17
SU00003336,CU000492,PH000656,PL0004,2022/8/20,2023/8/19
SU00003337,CU000492,PH000656,PL0004,2023/8/20,2024/8/18
SU00003338,CU000492,PH000656,PL0006,2024/8/19,2025/8/18
SU00003339,CU000493,PH000657,PL0004,2022/8/21,2023/8/20
SU00003340,CU000493,PH000657,PL0004,2023/8/21,2024/8/19
SU00003341,CU000493,PH000657,PL0004,2024/8/20,2025/8/19
SU00003342,CU000494,PH000658,PL0004,2022/8/17,2023/8/16
SU00003343,CU000494,PH000658,PL0004,2023/8/17,2024/8/15
SU00003344,CU000495,PH000659,PL0001,2022/8/21,2022/9/17
SU00003345,CU000495,PH000659,PL0001,2022/9/18,2022/10/15
SU00003346,CU000495,PH000659,PL0001,2022/10/16,2022/11/12
SU00003347,CU000495,PH000659,PL0001,2022/11/13,2022/12/10
SU00003348,CU000495,PH000659,PL0001,2022/12/11,2023/1/7
SU00003349,CU000495,PH000659,PL0001,2023/1/8,2023/2/4
SU00003350,CU000495,PH000659,PL0001,2023/2/5,2023/3/4
SU00003351,CU000495,PH000659,PL0001,2023/3/5,2023/4/1
SU00003352,CU000495,PH000659,PL0001,2023/4/2,2023/4/29
SU00003353,CU000495,PH000659,PL0001,2023/4/30,2023/5/27
