request_id,customer_id,open_time,closed_time,request_type,csr_id
RQ00000613,CU002023,2024-10-22 07:02:00,2024-10-22 08:37:20.493321,Service & Account Management,CSR008
RQ00000614,CU001491,2024-06-03 21:01:00,2024-06-03 21:57:21.222569,General Inquiry,CSR003
RQ00000615,CU002026,2024-11-25 07:41:00,2024-11-25 08:56:52.993374,General Inquiry,CSR013
RQ00000616,CU001392,2024-02-04 11:17:00,2024-02-04 15:43:44.719495,Service & Account Management,CSR010
RQ00000617,CU000192,2024-12-05 08:57:00,2024-12-05 10:51:15.520531,General Inquiry,CSR015
RQ00000618,CU000301,2024-03-07 14:11:00,2024-03-12 18:55:17.861860,Technical Support,CSR008
RQ00000619,CU001481,2024-02-01 07:11:00,2024-02-01 11:52:01.603841,Service & Account Management,CSR009
RQ00000620,CU002022,2024-11-20 12:57:00,2024-11-27 11:43:35.750695,Technical Support,CSR008
RQ00000621,CU000845,2024-12-22 07:54:00,2024-12-22 09:03:05.701523,General Inquiry,CSR006
RQ00000622,CU001929,2024-02-19 16:22:00,2024-02-19 19:19:45.157287,Service & Account Management,CSR013
RQ00000623,CU000500,2024-06-19 01:29:00,2024-06-19 02:01:33.203113,Service & Account Management,CSR011
RQ00000624,CU000130,2024-01-03 00:23:00,2024-01-03 02:10:57.447239,General Inquiry,CSR003
RQ00000625,CU001103,2024-04-20 14:07:00,2024-04-20 17:39:23.322624,Service & Account Management,CSR002
RQ00000626,CU002201,2024-02-17 12:26:00,2024-02-23 20:46:46.261141,Technical Support,CSR005
RQ00000627,CU000360,2024-08-27 17:05:00,2024-08-27 19:11:46.352572,Service & Account Management,CSR003
RQ00000628,CU000200,2024-08-28 19:04:00,2024-08-29 08:44:23.877129,Billing & Payments,CSR003
RQ00000629,CU002069,2024-05-01 10:01:00,2024-05-01 15:42:05.300087,Service & Account Management,CSR015
RQ00000630,CU000867,2024-03-01 16:06:00,2024-03-03 12:22:08.059644,Security & Fraud,CSR002
RQ00000631,CU000939,2024-10-02 04:36:00,2024-10-02 04:55:49.730962,General Inquiry,CSR011
RQ00000632,CU001609,2024-08-25 00:09:00,2024-08-28 21:40:54.947520,Technical Support,CSR009
RQ00000633,CU001110,2024-04-01 07:22:00,2024-04-01 09:53:53.261129,Service & Account Management,CSR013
RQ00000634,CU000416,2024-06-07 08:33:00,2024-06-07 11:30:14.729192,Service & Account Management,CSR013
RQ00000635,CU001060,2024-10-27 10:15:00,2024-11-02 01:42:21.520422,Technical Support,CSR010
RQ00000636,CU000331,2024-01-13 10:03:00,2024-01-15 07:18:01.195655,Security & Fraud,CSR015
RQ00000637,CU000075,2024-01-27 14:02:00,2024-01-27 17:19:22.958184,Service & Account Management,CSR002
RQ00000638,CU001877,2024-03-26 10:11:00,2024-03-26 11:52:40.062232,General Inquiry,CSR013
RQ00000639,CU001767,2024-05-05 15:11:00,2024-05-05 18:38:06.116642,Service & Account Management,CSR005
RQ00000640,CU001996,2024-03-09 03:11:00,2024-03-09 04:37:57.889226,General Inquiry,CSR013
RQ00000641,CU001982,2024-06-15 03:26:00,2024-06-15 09:09:28.008007,Service & Account Management,CSR005
RQ00000642,CU000809,2024-03-16 08:56:00,2024-03-16 10:27:17.376261,Service & Account Management,CSR004
RQ00000643,CU002477,2024-09-27 09:02:00,2024-09-27 10:31:29.130640,General Inquiry,CSR014
RQ00000644,CU000332,2024-10-28 02:39:00,2024-10-28 07:01:53.693074,Service & Account Management,CSR010
RQ00000645,CU000981,2024-01-04 03:02:00,2024-01-04 04:12:05.161988,Service & Account Management,CSR003
RQ00000646,CU001754,2024-06-26 06:18:00,2024-06-26 11:44:04.963940,Service & Account Management,CSR014
RQ00000647,CU002210,2024-08-23 10:34:00,2024-08-29 16:21:42.270303,Technical Support,CSR008
RQ00000648,CU000577,2024-11-01 18:46:00,2024-11-01 19:18:46.001102,General Inquiry,CSR015
RQ00000649,CU002318,2024-01-18 23:49:00,2024-01-24 06:53:57.190598,Technical Support,CSR001
RQ00000650,CU000883,2024-12-08 13:24:00,2024-12-10 01:22:35.150225,Technical Support,CSR008
RQ00000651,CU002088,2024-04-05 12:40:00,2024-04-05 17:18:05.675913,Billing & Payments,CSR003
RQ00000652,CU000095,2024-02-28 02:01:00,2024-02-28 07:34:59.642420,Service & Account Management,CSR001
RQ00000653,CU000065,2024-07-26 13:09:00,2024-07-26 13:31:53.736478,General Inquiry,CSR005
RQ00000654,CU001643,2024-08-01 16:01:00,2024-08-03 16:46:11.569613,Technical Support,CSR006
RQ00000655,CU001342,2024-07-26 20:14:00,2024-07-27 01:48:14.828679,Service & Account Management,CSR001
RQ00000656,CU001891,2024-09-05 02:23:00,2024-09-05 02:37:05.250682,General Inquiry,CSR001
RQ00000657,CU000434,2024-04-25 01:59:00,2024-04-26 21:18:15.235196,Security & Fraud,CSR010
RQ00000658,CU002339,2024-01-02 03:23:00,2024-01-02 07:44:35.267881,Service & Account Management,CSR009
RQ00000659,CU000464,2024-12-27 23:00:00,2024-12-29 00:49:00.039886,Security & Fraud,CSR001
RQ00000660,CU001776,2024-11-25 12:45:00,2024-11-28 11:35:30.246092,Technical Support,CSR004
RQ00000661,CU001402,2024-11-25 12:16:00,2024-11-27 21:31:58.210466,Technical Support,CSR002
RQ00000662,CU001370,2024-05-28 00:50:00,2024-06-03 20:44:33.980022,Technical Support,CSR001
RQ00000663,CU001098,2024-02-26 02:15:00,2024-02-26 07:59:56.079261,Service & Account Management,CSR008
RQ00000664,CU001144,2024-05-27 12:59:00,2024-05-27 15:33:04.072038,Service & Account Management,CSR009
RQ00000665,CU000063,2024-06-04 02:17:00,2024-06-04 06:27:20.145289,Service & Account Management,CSR012
RQ00000666,CU001581,2024-01-17 00:38:00,2024-01-17 02:08:47.635955,General Inquiry,CSR006
RQ00000667,CU002266,2024-05-27 11:40:00,2024-05-28 04:16:55.782953,Billing & Payments,CSR008
RQ00000668,CU001226,2024-11-18 11:25:00,2024-11-18 17:02:55.178402,Service & Account Management,CSR013
RQ00000669,CU001598,2024-05-18 13:14:00,2024-05-19 16:32:11.211436,Security & Fraud,CSR001
RQ00000670,CU001378,2024-08-23 19:01:00,2024-08-24 09:45:12.384634,Security & Fraud,CSR002
RQ00000671,CU002226,2024-09-08 00:41:00,2024-09-08 01:18:02.492413,General Inquiry,CSR007
RQ00000672,CU000672,2024-09-10 17:12:00,2024-09-10 19:05:37.327852,Service & Account Management,CSR015
RQ00000673,CU001953,2024-09-28 03:22:00,2024-09-28 04:16:39.288845,General Inquiry,CSR009
RQ00000674,CU002052,2024-08-13 11:31:00,2024-08-13 13:06:59.344275,Service & Account Management,CSR010
RQ00000675,CU000400,2024-03-26 23:05:00,2024-03-27 00:18:03.167704,General Inquiry,CSR010
RQ00000676,CU001813,2024-11-04 09:10:00,2024-11-04 10:48:33.276268,General Inquiry,CSR005
RQ00000677,CU000827,2024-09-27 20:39:00,2024-09-27 22:04:55.808984,General Inquiry,CSR008
RQ00000678,CU001971,2024-07-01 05:24:00,2024-07-01 06:36:27.555960,General Inquiry,CSR008
RQ00000679,CU001708,2024-06-12 12:04:00,2024-06-13 10:01:05.838745,Security & Fraud,CSR007
RQ00000680,CU000958,2024-07-15 20:20:00,2024-07-15 20:27:42.922942,General Inquiry,CSR013
RQ00000681,CU001548,2024-03-17 15:24:00,2024-03-23 00:24:02.125746,Technical Support,CSR002
RQ00000682,CU000124,2024-07-19 06:01:00,2024-07-25 15:16:39.952015,Technical Support,CSR013
RQ00000683,CU001405,2024-02-04 18:10:00,2024-02-04 23:53:03.757105,Service & Account Management,CSR013
RQ00000684,CU000191,2024-02-01 17:48:00,2024-02-03 01:01:01.344767,Security & Fraud,CSR015
RQ00000685,CU002492,2024-09-09 16:58:00,2024-09-10 04:34:08.808005,Billing & Payments,CSR009
RQ00000686,CU000956,2024-06-14 08:46:00,2024-06-15 00:49:12.881639,Billing & Payments,CSR009
RQ00000687,CU002400,2024-12-24 07:47:00,2024-12-25 15:20:47.325938,Security & Fraud,CSR008
RQ00000688,CU001497,2024-12-27 03:07:00,2024-12-27 08:58:36.889542,Service & Account Management,CSR007
RQ00000689,CU000735,2024-11-19 21:47:00,2024-11-20 19:03:55.698533,Billing & Payments,CSR015
RQ00000690,CU001621,2024-11-25 13:43:00,2024-11-25 14:31:30.123317,Service & Account Management,CSR010
RQ00000691,CU001245,2024-06-14 22:20:00,2024-06-14 23:50:15.998099,General Inquiry,CSR011
RQ00000692,CU001852,2024-07-14 08:37:00,2024-07-14 09:26:19.260426,General Inquiry,CSR013
RQ00000693,CU002366,2024-11-03 18:42:00,2024-11-03 21:53:13.589364,Service & Account Management,CSR013
RQ00000694,CU000081,2024-05-01 18:37:00,2024-05-01 19:57:49.264515,General Inquiry,CSR002
RQ00000695,CU000486,2024-10-02 18:00:00,2024-10-02 23:35:13.798014,Service & Account Management,CSR013
RQ00000696,CU000110,2024-10-26 06:09:00,2024-10-26 14:42:07.507490,Security & Fraud,CSR005
RQ00000697,CU000801,2024-07-28 18:58:00,2024-07-28 21:56:10.380792,Service & Account Management,CSR003
RQ00000698,CU000261,2024-03-04 17:20:00,2024-03-06 04:52:00.578216,Technical Support,CSR014
RQ00000699,CU000232,2024-04-25 01:37:00,2024-04-26 10:12:37.518726,Security & Fraud,CSR006
RQ00000700,CU002064,2024-06-07 02:04:00,2024-06-07 10:38:33.206517,Security & Fraud,CSR007
RQ00000701,CU000852,2024-12-01 19:25:00,2024-12-01 21:05:31.929580,General Inquiry,CSR010
RQ00000702,CU001158,2024-01-18 13:26:00,2024-01-18 17:23:54.964866,Service & Account Management,CSR010
RQ00000703,CU001875,2024-01-10 06:12:00,2024-01-11 03:23:15.514654,Security & Fraud,CSR005
RQ00000704,CU002319,2024-06-23 06:22:00,2024-06-23 08:31:56.863796,Service & Account Management,CSR001
RQ00000705,CU001794,2024-03-05 21:26:00,2024-03-05 23:18:16.683096,General Inquiry,CSR002
RQ00000706,CU000149,2024-01-23 16:08:00,2024-01-25 13:48:21.990469,Security & Fraud,CSR015
RQ00000707,CU000945,2024-01-03 06:49:00,2024-01-04 01:36:49.365642,Billing & Payments,CSR007
RQ00000708,CU001896,2024-05-12 01:47:00,2024-05-12 05:20:49.614688,Service & Account Management,CSR006
RQ00000709,CU000332,2024-02-27 20:33:00,2024-02-27 21:19:33.228324,General Inquiry,CSR009
RQ00000710,CU001384,2024-05-05 16:21:00,2024-05-05 22:19:44.406992,Security & Fraud,CSR012
RQ00000711,CU000561,2024-11-20 00:49:00,2024-11-20 10:50:27.282359,Security & Fraud,CSR013
RQ00000712,CU000484,2024-09-26 15:02:00,2024-09-26 20:03:11.851106,Service & Account Management,CSR004
RQ00000713,CU002010,2024-05-02 08:05:00,2024-05-02 12:09:55.749579,Service & Account Management,CSR008
RQ00000714,CU002314,2024-02-25 22:00:00,2024-02-27 20:51:45.399579,Security & Fraud,CSR007
RQ00000715,CU001930,2024-05-27 22:50:00,2024-05-28 00:32:47.008617,General Inquiry,CSR007
RQ00000716,CU002323,2024-08-27 14:23:00,2024-08-27 14:45:06.224066,General Inquiry,CSR003
RQ00000717,CU000929,2024-01-08 08:53:00,2024-01-08 09:32:03.168783,General Inquiry,CSR005
RQ00000718,CU000132,2024-05-14 12:49:00,2024-05-14 12:57:22.871552,General Inquiry,CSR005
RQ00000719,CU000688,2024-07-26 10:56:00,2024-07-26 11:21:47.264631,General Inquiry,CSR013
RQ00000720,CU000034,2024-11-01 10:10:00,2024-11-01 11:25:03.588116,General Inquiry,CSR003
RQ00000721,CU000404,2024-07-23 13:02:00,2024-07-23 13:19:07.386450,General Inquiry,CSR008
RQ00000722,CU001784,2024-07-03 17:06:00,2024-07-04 15:24:20.928785,Technical Support,CSR009
RQ00000723,CU001451,2024-09-27 03:43:00,2024-09-27 05:07:29.796334,Service & Account Management,CSR003
RQ00000724,CU001841,2024-12-05 20:11:00,2024-12-07 07:36:05.148435,Technical Support,CSR002
RQ00000725,CU000825,2024-06-03 05:56:00,2024-06-03 06:15:57.407225,General Inquiry,CSR002
RQ00000726,CU000245,2024-01-28 09:57:00,2024-02-03 22:03:14.312154,Technical Support,CSR011
RQ00000727,CU002412,2024-06-26 02:43:00,2024-06-29 23:03:10.120311,Technical Support,CSR009
RQ00000728,CU001728,2024-04-05 22:46:00,2024-04-06 02:57:23.406102,Service & Account Management,CSR012
RQ00000729,CU002465,2024-11-04 03:41:00,2024-11-04 08:24:31.413522,Security & Fraud,CSR003
RQ00000730,CU000936,2024-09-08 21:55:00,2024-09-08 23:33:59.447956,Service & Account Management,CSR009
RQ00000731,CU000157,2024-01-03 20:29:00,2024-01-03 23:32:33.873456,Billing & Payments,CSR011
RQ00000732,CU001555,2024-12-03 04:00:00,2024-12-03 06:39:28.774110,Service & Account Management,CSR003
RQ00000733,CU001217,2024-09-17 17:15:00,2024-09-17 18:23:19.228136,General Inquiry,CSR014
RQ00000734,CU001164,2024-11-16 02:11:00,2024-11-16 03:33:53.703164,General Inquiry,CSR001
RQ00000735,CU000374,2024-09-02 09:51:00,2024-09-02 15:10:17.689112,Service & Account Management,CSR005
RQ00000736,CU000470,2024-03-27 14:27:00,2024-03-31 00:01:23.046949,Technical Support,CSR002
RQ00000737,CU002409,2024-05-07 09:59:00,2024-05-07 11:14:08.085756,General Inquiry,CSR010
RQ00000738,CU000584,2024-04-02 05:32:00,2024-04-08 14:12:09.917982,Technical Support,CSR007
RQ00000739,CU000086,2024-09-12 20:10:00,2024-09-12 21:23:10.722289,Service & Account Management,CSR010
RQ00000740,CU002177,2024-02-02 14:26:00,2024-02-02 15:08:33.377998,Service & Account Management,CSR010
RQ00000741,CU002334,2024-03-26 12:28:00,2024-03-26 17:51:28.031415,Service & Account Management,CSR013
RQ00000742,CU001420,2024-10-05 12:24:00,2024-10-06 18:54:03.028622,Security & Fraud,CSR005
RQ00000743,CU002167,2024-11-27 08:25:00,2024-11-27 09:06:10.576780,Service & Account Management,CSR007
RQ00000744,CU000379,2024-07-03 01:29:00,2024-07-03 09:14:07.609170,Billing & Payments,CSR014
RQ00000745,CU002259,2024-06-16 03:00:00,2024-06-16 04:27:32.722889,Service & Account Management,CSR013
RQ00000746,CU000013,2024-05-25 14:35:00,2024-05-25 16:11:24.399581,General Inquiry,CSR014
RQ00000747,CU002298,2024-11-25 12:43:00,2024-11-25 14:17:22.673388,General Inquiry,CSR013
RQ00000748,CU001566,2024-02-28 19:38:00,2024-02-28 22:24:47.736901,Service & Account Management,CSR014
RQ00000749,CU001364,2024-09-11 10:32:00,2024-09-13 04:07:25.869901,Security & Fraud,CSR014
RQ00000750,CU000960,2024-10-15 01:56:00,2024-10-15 08:54:22.027098,Billing & Payments,CSR009
RQ00000751,CU001909,2024-09-28 12:14:00,2024-09-28 13:17:47.583074,General Inquiry,CSR003
RQ00000752,CU002275,2024-08-17 13:32:00,2024-08-18 20:08:12.657893,Technical Support,CSR012
RQ00000753,CU000369,2024-08-22 06:59:00,2024-08-22 12:20:54.157683,Service & Account Management,CSR003
RQ00000754,CU001974,2024-12-25 00:35:00,2024-12-31 08:53:26.778593,Technical Support,CSR006
RQ00000755,CU001532,2024-04-26 16:51:00,2024-04-26 17:03:12.829402,General Inquiry,CSR006
RQ00000756,CU001319,2024-02-28 08:38:00,2024-03-05 09:43:56.932929,Technical Support,CSR007
RQ00000757,CU000479,2024-04-24 01:58:00,2024-04-24 05:44:00.414483,Service & Account Management,CSR002
RQ00000758,CU001479,2024-03-04 05:40:00,2024-03-07 17:29:03.257862,Technical Support,CSR004
RQ00000759,CU001994,2024-10-25 17:40:00,2024-10-27 10:02:39.409015,Security & Fraud,CSR009
RQ00000760,CU000812,2024-05-28 15:10:00,2024-05-28 16:23:04.786039,Service & Account Management,CSR007
RQ00000761,CU000139,2024-06-16 17:51:00,2024-06-19 12:15:10.478957,Technical Support,CSR005
RQ00000762,CU002474,2024-08-26 08:53:00,2024-08-26 10:10:26.714339,Service & Account Management,CSR001
RQ00000763,CU000893,2024-07-25 07:04:00,2024-07-30 02:53:38.308567,Technical Support,CSR007
RQ00000764,CU001636,2024-12-25 04:39:00,2024-12-25 12:33:52.737490,Technical Support,CSR014
RQ00000765,CU002148,2024-12-01 19:03:00,2024-12-01 19:53:49.820198,Service & Account Management,CSR006
RQ00000766,CU002158,2024-10-26 20:57:00,2024-10-28 10:10:38.845387,Security & Fraud,CSR009
RQ00000767,CU000732,2024-03-22 11:27:00,2024-03-22 19:35:01.562179,Security & Fraud,CSR010
RQ00000768,CU002402,2024-07-24 13:25:00,2024-07-24 15:58:28.095230,Service & Account Management,CSR007
RQ00000769,CU001126,2024-06-15 13:51:00,2024-06-16 02:57:16.445191,Billing & Payments,CSR015
RQ00000770,CU002448,2024-06-27 20:53:00,2024-06-27 23:35:01.880549,Service & Account Management,CSR003
RQ00000771,CU002463,2024-10-12 22:06:00,2024-10-14 00:20:27.422498,Security & Fraud,CSR001
RQ00000772,CU000939,2024-11-28 02:37:00,2024-11-30 01:58:12.789045,Technical Support,CSR010
RQ00000773,CU000915,2024-10-16 04:27:00,2024-10-18 00:18:22.351315,Security & Fraud,CSR007
RQ00000774,CU000667,2024-10-05 09:57:00,2024-10-05 11:02:24.659816,General Inquiry,CSR015
RQ00000775,CU000005,2024-10-26 10:08:00,2024-10-26 10:42:41.129266,General Inquiry,CSR013
RQ00000776,CU000840,2024-06-03 00:28:00,2024-06-03 03:23:08.595314,Service & Account Management,CSR012
RQ00000777,CU001139,2024-04-04 11:31:00,2024-04-05 16:27:48.671774,Security & Fraud,CSR015
RQ00000778,CU001910,2024-04-08 07:35:00,2024-04-08 11:27:31.605827,Service & Account Management,CSR007
RQ00000779,CU000932,2024-06-07 16:55:00,2024-06-07 20:29:16.097742,Service & Account Management,CSR012
RQ00000780,CU000968,2024-08-21 02:58:00,2024-08-23 17:22:57.530871,Technical Support,CSR009
RQ00000781,CU000189,2024-09-06 19:09:00,2024-09-07 14:36:47.132484,Billing & Payments,CSR008
RQ00000782,CU001314,2024-12-02 04:23:00,2024-12-02 05:42:32.577276,General Inquiry,CSR001
RQ00000783,CU001694,2024-12-07 17:05:00,2024-12-07 18:31:51.347128,Service & Account Management,CSR002
RQ00000784,CU000366,2024-04-26 18:59:00,2024-04-26 19:55:45.084063,General Inquiry,CSR007
RQ00000785,CU000093,2024-09-18 01:51:00,2024-09-18 08:47:03.649798,Billing & Payments,CSR010
RQ00000786,CU001020,2024-07-12 10:19:00,2024-07-12 12:25:12.437684,Service & Account Management,CSR001
RQ00000787,CU000596,2024-07-03 06:04:00,2024-07-08 20:22:10.843944,Technical Support,CSR005
RQ00000788,CU001731,2024-06-03 11:35:00,2024-06-03 12:24:21.330501,General Inquiry,CSR010
RQ00000789,CU001064,2024-01-01 18:00:00,2024-01-02 00:57:21.190888,Billing & Payments,CSR015
RQ00000790,CU002398,2024-06-02 07:41:00,2024-06-03 13:30:06.146207,Technical Support,CSR002
RQ00000791,CU000349,2024-08-28 22:24:00,2024-09-03 23:24:02.263320,Technical Support,CSR001
RQ00000792,CU002292,2024-03-24 16:46:00,2024-03-27 08:53:36.397852,Technical Support,CSR011
RQ00000793,CU001386,2024-05-28 11:04:00,2024-06-03 08:15:23.079054,Technical Support,CSR009
RQ00000794,CU000975,2024-01-02 20:39:00,2024-01-02 22:06:35.376976,General Inquiry,CSR013
RQ00000795,CU001919,2024-03-18 06:31:00,2024-03-23 07:57:19.382673,Technical Support,CSR003
RQ00000796,CU001286,2024-08-27 01:31:00,2024-08-29 22:31:59.255000,Technical Support,CSR001
RQ00000797,CU000754,2024-08-10 02:01:00,2024-08-10 19:05:24.285834,Security & Fraud,CSR015
RQ00000798,CU001725,2024-02-09 12:57:00,2024-02-09 16:19:57.660412,Service & Account Management,CSR013
RQ00000799,CU000062,2024-07-28 04:50:00,2024-07-28 17:38:54.054289,Billing & Payments,CSR014
RQ00000800,CU000690,2024-01-17 17:20:00,2024-01-21 03:25:20.875609,Technical Support,CSR001
RQ00000801,CU001924,2024-06-26 03:50:00,2024-06-26 04:19:29.049832,General Inquiry,CSR015
RQ00000802,CU002154,2024-06-04 11:46:00,2024-06-04 16:51:57.847372,Service & Account Management,CSR001
RQ00000803,CU000842,2024-05-26 14:41:00,2024-05-26 15:48:31.138171,General Inquiry,CSR014
RQ00000804,CU001101,2024-03-20 06:44:00,2024-03-20 12:04:23.955092,Service & Account Management,CSR004
RQ00000805,CU000169,2024-08-26 06:28:00,2024-08-26 08:07:52.691302,General Inquiry,CSR006
RQ00000806,CU000516,2024-01-02 13:15:00,2024-01-02 19:12:20.366951,Service & Account Management,CSR012
RQ00000807,CU001169,2024-01-18 02:39:00,2024-01-18 08:12:22.826908,Service & Account Management,CSR008
RQ00000808,CU001219,2024-12-27 17:44:00,2024-12-28 12:18:17.452760,Billing & Payments,CSR007
RQ00000809,CU000579,2024-08-18 15:10:00,2024-08-18 16:26:40.934653,General Inquiry,CSR006
RQ00000810,CU000007,2024-10-25 19:13:00,2024-10-25 22:47:50.615772,Service & Account Management,CSR013
RQ00000811,CU001700,2024-11-09 12:31:00,2024-11-09 16:21:09.042061,Service & Account Management,CSR014
RQ00000812,CU001169,2024-01-28 17:08:00,2024-01-28 20:51:22.447265,Service & Account Management,CSR010
RQ00000813,CU002007,2024-08-23 09:33:00,2024-08-23 09:42:33.903513,General Inquiry,CSR012
RQ00000814,CU001122,2024-03-05 22:10:00,2024-03-05 23:33:00.646115,General Inquiry,CSR010
RQ00000815,CU000214,2024-02-01 00:08:00,2024-02-01 01:32:18.824001,Service & Account Management,CSR013
RQ00000816,CU001174,2024-03-16 18:40:00,2024-03-16 19:57:42.915176,General Inquiry,CSR010
RQ00000817,CU001158,2024-02-28 09:33:00,2024-02-28 14:20:55.309987,Service & Account Management,CSR002
RQ00000818,CU000567,2024-03-21 14:56:00,2024-03-21 18:38:45.476041,Service & Account Management,CSR001
RQ00000819,CU000285,2024-12-25 17:12:00,2024-12-25 22:12:51.747082,Service & Account Management,CSR004
RQ00000820,CU002409,2024-07-03 22:53:00,2024-07-03 23:27:27.716692,General Inquiry,CSR003
RQ00000821,CU001785,2024-08-02 17:31:00,2024-08-02 21:20:06.151510,Service & Account Management,CSR004
RQ00000822,CU001362,2024-03-01 07:38:00,2024-03-01 09:47:48.923730,Service & Account Management,CSR013
RQ00000823,CU001228,2024-01-05 06:23:00,2024-01-05 11:33:58.225884,Service & Account Management,CSR013
RQ00000824,CU001411,2024-11-27 12:52:00,2024-11-28 12:21:02.939551,Security & Fraud,CSR013
RQ00000825,CU000512,2024-12-27 17:23:00,2024-12-28 14:29:01.748394,Billing & Payments,CSR009
RQ00000826,CU000333,2024-11-04 01:39:00,2024-11-07 02:46:34.942637,Technical Support,CSR010
RQ00000827,CU000497,2024-03-01 12:33:00,2024-03-01 21:35:37.222208,Billing & Payments,CSR007
RQ00000828,CU000088,2024-01-24 12:24:00,2024-01-24 16:28:31.123942,Service & Account Management,CSR001
RQ00000829,CU000656,2024-10-28 06:09:00,2024-10-28 07:45:36.943893,General Inquiry,CSR003
RQ00000830,CU001434,2024-02-19 23:11:00,2024-02-19 23:54:42.718716,General Inquiry,CSR003
RQ00000831,CU002247,2024-04-03 10:56:00,2024-04-03 13:43:29.030355,Billing & Payments,CSR010
RQ00000832,CU000129,2024-01-04 06:56:00,2024-01-04 07:38:34.522738,Service & Account Management,CSR004
RQ00000833,CU001405,2024-01-05 00:46:00,2024-01-05 04:00:05.773525,Security & Fraud,CSR004
RQ00000834,CU000290,2024-10-25 16:50:00,2024-10-25 18:41:39.331209,General Inquiry,CSR011
RQ00000835,CU001582,2024-10-28 01:41:00,2024-10-28 02:02:01.260429,General Inquiry,CSR009
RQ00000836,CU001693,2024-03-18 16:40:00,2024-03-19 05:09:42.563268,Technical Support,CSR007
RQ00000837,CU001892,2024-02-28 17:16:00,2024-02-28 17:52:30.301670,General Inquiry,CSR014
RQ00000838,CU001032,2024-08-03 00:06:00,2024-08-03 11:17:32.314373,Security & Fraud,CSR001
RQ00000839,CU001398,2024-07-18 20:01:00,2024-07-19 00:55:20.220426,Service & Account Management,CSR003
RQ00000840,CU000422,2024-06-26 23:54:00,2024-06-27 01:07:47.405761,General Inquiry,CSR003
RQ00000841,CU001052,2024-02-09 10:24:00,2024-02-10 11:14:33.095755,Technical Support,CSR004
RQ00000842,CU000683,2024-04-26 20:32:00,2024-04-26 21:28:02.289974,General Inquiry,CSR014
RQ00000843,CU000711,2024-07-10 22:56:00,2024-07-11 00:03:09.878613,Service & Account Management,CSR003
RQ00000844,CU000140,2024-07-03 01:29:00,2024-07-03 02:38:20.985953,General Inquiry,CSR005
RQ00000845,CU001663,2024-01-11 11:12:00,2024-01-11 15:20:09.016211,Service & Account Management,CSR010
RQ00000846,CU000554,2024-05-14 09:46:00,2024-05-14 11:07:31.507508,Service & Account Management,CSR013
RQ00000847,CU001295,2024-06-05 06:32:00,2024-06-05 12:15:05.605339,Service & Account Management,CSR013
RQ00000848,CU001759,2024-04-26 03:43:00,2024-04-26 15:58:04.278434,Billing & Payments,CSR007
RQ00000849,CU000875,2024-05-04 08:29:00,2024-05-04 10:15:03.255558,General Inquiry,CSR015
RQ00000850,CU001350,2024-12-24 19:31:00,2024-12-24 21:54:44.799889,Service & Account Management,CSR005
RQ00000851,CU001178,2024-07-02 19:42:00,2024-07-02 23:07:50.722193,Service & Account Management,CSR014
RQ00000852,CU000840,2024-02-12 09:34:00,2024-02-13 21:22:05.594902,Security & Fraud,CSR002
RQ00000853,CU000244,2024-09-05 19:14:00,2024-09-05 20:04:07.262108,General Inquiry,CSR014
RQ00000854,CU000316,2024-03-21 10:42:00,2024-03-21 14:17:29.463259,Service & Account Management,CSR013
RQ00000855,CU000960,2024-07-20 17:23:00,2024-07-23 15:52:52.504124,Technical Support,CSR001
RQ00000856,CU000309,2024-05-02 20:31:00,2024-05-08 16:38:55.699460,Technical Support,CSR007
RQ00000857,CU000715,2024-01-04 16:59:00,2024-01-04 19:10:22.698054,Service & Account Management,CSR005
RQ00000858,CU001904,2024-02-26 03:30:00,2024-03-01 03:35:03.253548,Technical Support,CSR009
RQ00000859,CU000905,2024-12-03 14:20:00,2024-12-03 18:01:21.899356,Service & Account Management,CSR010
RQ00000860,CU000537,2024-12-04 08:51:00,2024-12-04 09:37:46.573653,General Inquiry,CSR011
RQ00000861,CU001103,2024-04-04 07:22:00,2024-04-04 08:31:41.997712,Service & Account Management,CSR008
RQ00000862,CU001812,2024-11-24 10:00:00,2024-11-24 15:34:26.227582,Service & Account Management,CSR015
RQ00000863,CU002486,2024-06-15 01:52:00,2024-06-15 03:46:06.077676,Service & Account Management,CSR001
RQ00000864,CU000613,2024-04-22 10:09:00,2024-04-22 15:37:38.301952,Service & Account Management,CSR015
RQ00000865,CU001047,2024-05-01 18:32:00,2024-05-01 22:05:25.307025,Service & Account Management,CSR010
RQ00000866,CU001700,2024-12-25 03:35:00,2024-12-27 02:13:43.621001,Security & Fraud,CSR001
RQ00000867,CU001954,2024-07-03 00:30:00,2024-07-03 03:54:31.943125,Service & Account Management,CSR011
RQ00000868,CU000198,2024-06-02 02:56:00,2024-06-03 15:15:15.369966,Security & Fraud,CSR007
RQ00000869,CU001622,2024-01-18 02:52:00,2024-01-18 06:36:12.069992,Service & Account Management,CSR004
RQ00000870,CU000814,2024-11-26 12:46:00,2024-11-26 14:34:02.833215,General Inquiry,CSR007
RQ00000871,CU002309,2024-12-25 13:16:00,2024-12-25 13:44:15.957072,General Inquiry,CSR013
RQ00000872,CU002487,2024-07-20 13:40:00,2024-07-21 18:35:18.606267,Security & Fraud,CSR008
RQ00000873,CU002445,2024-09-01 20:13:00,2024-09-01 20:40:05.583510,General Inquiry,CSR014
